,trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code,subscriber_type,c_subscription_type,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,member_birth_year,member_gender,bike_share_for_all_trip,start_station_geom,end_station_geom
31,201804302321573920,421,2018-04-30 23:21:57+00:00,Koshland Park,56,2018-04-30 23:28:59+00:00,Valencia St at 22nd St,133,3920,,Subscriber,,37.77341396997343,-122.427316904068,37.7552126,-122.4209752,1986,Male,No,POINT(-122.427316904068 37.7734139699734),POINT(-122.4209752 37.7552126)
32,20180430231736532,304,2018-04-30 23:17:36+00:00,Hearst Ave at Euclid Ave,256,2018-04-30 23:22:41+00:00,Shattuck Ave at Hearst Ave,244,532,,Subscriber,,37.87511169286445,-122.26055324077606,37.8737917,-122.2686176,1994,Male,Yes,POINT(-122.260553240776 37.8751116928645),POINT(-122.2686176 37.8737917)
33,20180430231557484,587,2018-04-30 23:15:57+00:00,2nd St at Townsend St,50,2018-04-30 23:25:44+00:00,Clay St at Battery St,14,484,,Customer,,37.780526,-122.390288,37.795001,-122.39997,1980,Male,No,POINT(-122.390288 37.780526),POINT(-122.39997 37.795001)
34,20180430231556586,703,2018-04-30 23:15:56+00:00,Powell St BART Station (Market St at 5th St),5,2018-04-30 23:27:40+00:00,Dolores St at 15th St,96,586,,Subscriber,,37.78389935708493,-122.4084448814392,37.7662102,-122.4266136,1983,Male,No,POINT(-122.408444881439 37.7838993570849),POINT(-122.4266136 37.7662102)
35,2018043023140821,1444,2018-04-30 23:14:08+00:00,Lakeside Dr at 14th St,186,2018-04-30 23:38:12+00:00,Rockridge BART Station,171,21,,Subscriber,,37.8013189,-122.2626418,37.84427875399067,-122.251900434494,1997,Other,Yes,POINT(-122.2626418 37.8013189),POINT(-122.251900434494 37.8442787539907)
36,20180430231403641,525,2018-04-30 23:14:03+00:00,22nd St Caltrain Station,130,2018-04-30 23:22:48+00:00,Jackson Playground,115,641,,Subscriber,,37.75736899005735,-122.3920565843582,37.7650259,-122.3987734,1986,Male,No,POINT(-122.392056584358 37.7573689900574),POINT(-122.3987734 37.7650259)
37,201804302312371578,542,2018-04-30 23:12:37+00:00,3rd St at Townsend St,66,2018-04-30 23:21:39+00:00,Montgomery St BART Station (Market St at 2nd St),21,1578,,Customer,,37.77874161153677,-122.39274082710836,37.7896254,-122.400811,1988,Male,No,POINT(-122.392740827108 37.7787416115368),POINT(-122.400811 37.7896254)
38,201804302312053067,574,2018-04-30 23:12:05+00:00,3rd St at Townsend St,66,2018-04-30 23:21:39+00:00,Montgomery St BART Station (Market St at 2nd St),21,3067,,Customer,,37.77874161153677,-122.39274082710836,37.7896254,-122.400811,1992,Male,No,POINT(-122.392740827108 37.7787416115368),POINT(-122.400811 37.7896254)
39,201804302310422978,271,2018-04-30 23:10:42+00:00,Clay St at Battery St,14,2018-04-30 23:15:13+00:00,The Embarcadero at Vallejo St,8,2978,,Subscriber,,37.795001,-122.39997,37.799953,-122.398525,1985,Male,No,POINT(-122.39997 37.795001),POINT(-122.398525 37.799953)
40,201804302310402696,982,2018-04-30 23:10:40+00:00,Berry St at 4th St,81,2018-04-30 23:27:02+00:00,17th St at Valencia St,109,2696,,Subscriber,,37.77588,-122.39317,37.7633158,-122.4219039,1974,Female,No,POINT(-122.39317 37.77588),POINT(-122.4219039 37.7633158)
41,201804302310273808,199,2018-04-30 23:10:27+00:00,Raymond Kimbell Playground,31,2018-04-30 23:13:47+00:00,Scott St at Golden Gate Ave,39,3808,,Subscriber,,37.78381270927812,-122.4345588684082,37.7789994,-122.4368608,1984,Male,No,POINT(-122.434558868408 37.7838127092781),POINT(-122.4368608 37.7789994)
42,2018043023081686,824,2018-04-30 23:08:16+00:00,Division St at Potrero Ave,89,2018-04-30 23:22:01+00:00,Valencia St at 22nd St,133,86,,Subscriber,,37.76921786152374,-122.40764558315276,37.7552126,-122.4209752,1992,Female,No,POINT(-122.407645583153 37.7692178615237),POINT(-122.4209752 37.7552126)
43,2018043023081342,333,2018-04-30 23:08:13+00:00,Haste St at Telegraph Ave,240,2018-04-30 23:13:46+00:00,Russell St at College Ave,249,42,,Subscriber,,37.8660431,-122.2588044,37.8584732,-122.2532529,1966,Male,No,POINT(-122.2588044 37.8660431),POINT(-122.2532529 37.8584732)
44,20180430230623534,623,2018-04-30 23:06:23+00:00,Yerba Buena Center for the Arts (Howard St at 3rd St),284,2018-04-30 23:16:46+00:00,Rhode Island St at 17th St,114,534,,Subscriber,,37.78487208436062,-122.40087568759915,37.7644783,-122.4025701,1988,Male,No,POINT(-122.400875687599 37.7848720843606),POINT(-122.4025701 37.7644783)
45,201804302305372629,828,2018-04-30 23:05:37+00:00,The Embarcadero at Bryant St,28,2018-04-30 23:19:26+00:00,Mechanics Monument Plaza (Market St at Bush St),20,2629,,Customer,,37.78716801474664,-122.38809792330358,37.7913,-122.399051,,,No,POINT(-122.388097923304 37.7871680147466),POINT(-122.399051 37.7913)
46,201804302305163153,913,2018-04-30 23:05:16+00:00,The Embarcadero at Bryant St,28,2018-04-30 23:20:30+00:00,Mechanics Monument Plaza (Market St at Bush St),20,3153,,Customer,,37.78716801474664,-122.38809792330358,37.7913,-122.399051,1967,Male,No,POINT(-122.388097923304 37.7871680147466),POINT(-122.399051 37.7913)
47,201804302305144059,763,2018-04-30 23:05:14+00:00,Grove St at Divisadero,53,2018-04-30 23:17:58+00:00,Mission Playground,121,4059,,Subscriber,,37.775946,-122.4377775,37.7592103,-122.4213392,1988,Male,No,POINT(-122.4377775 37.775946),POINT(-122.4213392 37.7592103)
48,201804302305032456,931,2018-04-30 23:05:03+00:00,The Embarcadero at Bryant St,28,2018-04-30 23:20:34+00:00,Mechanics Monument Plaza (Market St at Bush St),20,2456,,Customer,,37.78716801474664,-122.38809792330358,37.7913,-122.399051,1975,Male,No,POINT(-122.388097923304 37.7871680147466),POINT(-122.399051 37.7913)
49,201804302303412540,97,2018-04-30 23:03:41+00:00,Montgomery St BART Station (Market St at 2nd St),21,2018-04-30 23:05:19+00:00,Embarcadero BART Station (Beale St at Market St),17,2540,,Subscriber,,37.7896254,-122.400811,37.792251,-122.397086,1985,Male,No,POINT(-122.400811 37.7896254),POINT(-122.397086 37.792251)
50,20180430230331283,205,2018-04-30 23:03:31+00:00,Valencia St at 22nd St,133,2018-04-30 23:06:57+00:00,19th St at Mission St,122,283,,Subscriber,,37.7552126,-122.4209752,37.760299,-122.418892,1984,Male,No,POINT(-122.4209752 37.7552126),POINT(-122.418892 37.760299)
51,20180430230211789,513,2018-04-30 23:02:11+00:00,S. 4th St at San Carlos St,208,2018-04-30 23:10:45+00:00,San Salvador St at 9th St,317,789,,Subscriber,,37.33283577967246,-121.88391208648682,37.333955,-121.877349,1990,Male,Yes,POINT(-121.883912086487 37.3328357796725),POINT(-121.877349 37.333955)
52,201804302301543212,662,2018-04-30 23:01:54+00:00,Bay Pl at Vernon St,195,2018-04-30 23:12:56+00:00,Market St at Brockhurst St,214,3212,,Subscriber,,37.81231409135146,-122.26077854633331,37.8233214,-122.2757325,1992,Other,No,POINT(-122.260778546333 37.8123140913515),POINT(-122.2757325 37.8233214)
53,20180430230138841,224,2018-04-30 23:01:38+00:00,Rockridge BART Station,171,2018-04-30 23:05:22+00:00,College Ave at Alcatraz Ave,166,841,,Subscriber,,37.84427875399067,-122.251900434494,37.8513755,-122.2525233,1990,Male,No,POINT(-122.251900434494 37.8442787539907),POINT(-122.2525233 37.8513755)
54,201804302301333782,350,2018-04-30 23:01:33+00:00,5th St at Brannan St,64,2018-04-30 23:07:23+00:00,Rhode Island St at 17th St,114,3782,,Subscriber,,37.7767539,-122.3990176,37.7644783,-122.4025701,1986,Male,No,POINT(-122.3990176 37.7767539),POINT(-122.4025701 37.7644783)
55,201804302301252698,1209,2018-04-30 23:01:25+00:00,Market St at 10th St,58,2018-04-30 23:21:34+00:00,Folsom St at 3rd St,36,2698,,Subscriber,,37.776619,-122.417385,37.78383,-122.39887,1993,Male,No,POINT(-122.417385 37.776619),POINT(-122.39887 37.78383)
56,201804302259283789,440,2018-04-30 22:59:28+00:00,Sanchez St at 17th St,106,2018-04-30 23:06:48+00:00,Market St at Franklin St,75,3789,,Subscriber,,37.7632417,-122.4306746,37.7737932060887,-122.42123901844025,1989,Male,No,POINT(-122.4306746 37.7632417),POINT(-122.42123901844 37.7737932060887)
57,20180430225927775,380,2018-04-30 22:59:27+00:00,S Van Ness Ave at Market St,59,2018-04-30 23:05:47+00:00,14th St at Mission St,97,775,,Subscriber,,37.774814,-122.418954,37.7682646,-122.4201102,1993,Male,No,POINT(-122.418954 37.774814),POINT(-122.4201102 37.7682646)
58,20180430225630218,680,2018-04-30 22:56:30+00:00,Ryland Park,305,2018-04-30 23:07:50+00:00,S. 4th St at San Carlos St,208,218,,Subscriber,,37.342725,-121.895617,37.33283577967246,-121.88391208648682,1992,Male,Yes,POINT(-121.895617 37.342725),POINT(-121.883912086487 37.3328357796725)
59,2018043022562437,246,2018-04-30 22:56:24+00:00,Fountain Alley at S 2nd St,341,2018-04-30 23:00:31+00:00,S. 4th St at San Carlos St,208,37,,Subscriber,,37.33618830029063,-121.8892765045166,37.33283577967246,-121.88391208648682,1995,Male,Yes,POINT(-121.889276504517 37.3361883002906),POINT(-121.883912086487 37.3328357796725)
60,2018043022561777,546,2018-04-30 22:56:17+00:00,Powell St BART Station (Market St at 5th St),5,2018-04-30 23:05:23+00:00,Folsom St at 15th St,99,77,,Subscriber,,37.78389935708493,-122.4084448814392,37.7670373,-122.4154425,1994,Female,No,POINT(-122.408444881439 37.7838993570849),POINT(-122.4154425 37.7670373)
61,201804302256142788,609,2018-04-30 22:56:14+00:00,4th St at Harrison St,47,2018-04-30 23:06:23+00:00,Washington St at Kearny St,10,2788,,Subscriber,,37.78095459960753,-122.39974915981291,37.79539293725452,-122.4047702550888,1967,Male,Yes,POINT(-122.399749159813 37.7809545996075),POINT(-122.404770255089 37.7953929372545)
62,201804302255062228,149,2018-04-30 22:55:06+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 22:57:36+00:00,Union Square (Powell St at Post St),324,2228,,Subscriber,,37.78637526861584,-122.40490436553954,37.788299978150825,-122.40853071212769,1985,Male,No,POINT(-122.40490436554 37.7863752686158),POINT(-122.408530712128 37.7882999781508)
63,201804302255012174,480,2018-04-30 22:55:01+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 23:03:02+00:00,Market St at 10th St,58,2174,,Subscriber,,37.78637526861584,-122.40490436553954,37.776619,-122.417385,1987,Female,No,POINT(-122.40490436554 37.7863752686158),POINT(-122.417385 37.776619)
64,201804302254342458,483,2018-04-30 22:54:34+00:00,San Pedro Square,308,2018-04-30 23:02:38+00:00,Santa Clara St at 7th St,279,2458,,Customer,,37.336802,-121.8940901,37.3391456,-121.8841054,,,No,POINT(-121.8940901 37.336802),POINT(-121.8841054 37.3391456)
65,201804302254252509,802,2018-04-30 22:54:25+00:00,3rd St at Townsend St,66,2018-04-30 23:07:48+00:00,Market St at 10th St,58,2509,,Subscriber,,37.77874161153677,-122.39274082710836,37.776619,-122.417385,1992,Male,No,POINT(-122.392740827108 37.7787416115368),POINT(-122.417385 37.776619)
66,201804302254213016,393,2018-04-30 22:54:21+00:00,Valencia St at 16th St,98,2018-04-30 23:00:55+00:00,Market St at Franklin St,75,3016,,Customer,,37.765052,-122.4218661,37.7737932060887,-122.42123901844025,1988,Male,No,POINT(-122.4218661 37.765052),POINT(-122.42123901844 37.7737932060887)
67,20180430225418511,442,2018-04-30 22:54:18+00:00,Haste St at Telegraph Ave,240,2018-04-30 23:01:41+00:00,Telegraph Ave at Ashby Ave,248,511,,Subscriber,,37.8660431,-122.2588044,37.8559558,-122.2597949,1997,Male,No,POINT(-122.2588044 37.8660431),POINT(-122.2597949 37.8559558)
68,201804302253571678,407,2018-04-30 22:53:57+00:00,8th St at Ringold St,60,2018-04-30 23:00:45+00:00,11th St at Natoma St,77,1678,,Customer,,37.77452040113685,-122.4094493687153,37.7735069,-122.4160402,1988,Male,No,POINT(-122.409449368715 37.7745204011368),POINT(-122.4160402 37.7735069)
69,201804302252431933,357,2018-04-30 22:52:43+00:00,San Salvador St at 9th St,317,2018-04-30 22:58:40+00:00,9th St at San Fernando,281,1933,,Subscriber,,37.333955,-121.877349,37.3383952,-121.8807965,1994,Male,Yes,POINT(-121.877349 37.333955),POINT(-121.8807965 37.3383952)
70,20180430225224248,564,2018-04-30 22:52:24+00:00,Haste St at Telegraph Ave,240,2018-04-30 23:01:48+00:00,College Ave at Alcatraz Ave,166,248,,Subscriber,,37.8660431,-122.2588044,37.8513755,-122.2525233,1996,Male,Yes,POINT(-122.2588044 37.8660431),POINT(-122.2525233 37.8513755)
71,20180430225135464,554,2018-04-30 22:51:35+00:00,Valencia St at 16th St,98,2018-04-30 23:00:50+00:00,Market St at Franklin St,75,464,,Subscriber,,37.765052,-122.4218661,37.7737932060887,-122.42123901844025,1984,Female,No,POINT(-122.4218661 37.765052),POINT(-122.42123901844 37.7737932060887)
72,20180430225051789,496,2018-04-30 22:50:51+00:00,San Fernando St at 4th St,310,2018-04-30 22:59:08+00:00,S. 4th St at San Carlos St,208,789,,Subscriber,,37.335885,-121.88566,37.33283577967246,-121.88391208648682,1990,Male,Yes,POINT(-121.88566 37.335885),POINT(-121.883912086487 37.3328357796725)
73,201804302250402436,400,2018-04-30 22:50:40+00:00,Valencia St at 16th St,98,2018-04-30 22:57:21+00:00,Potrero Ave and Mariposa St,336,2436,,Subscriber,,37.765052,-122.4218661,37.76328094058097,-122.4073773622513,1993,Male,No,POINT(-122.4218661 37.765052),POINT(-122.407377362251 37.763280940581)
74,201804302249282025,227,2018-04-30 22:49:28+00:00,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,2018-04-30 22:53:15+00:00,7th St at Brannan St,79,2025,,Subscriber,,37.7766392,-122.3955263,37.7734919,-122.4036725,1987,Male,No,POINT(-122.3955263 37.7766392),POINT(-122.4036725 37.7734919)
75,20180430224911416,436,2018-04-30 22:49:11+00:00,SAP Center,307,2018-04-30 22:56:27+00:00,S. 4th St at San Carlos St,208,416,,Subscriber,,37.332692,-121.900084,37.33283577967246,-121.88391208648682,1998,Male,Yes,POINT(-121.900084 37.332692),POINT(-121.883912086487 37.3328357796725)
76,201804302249081668,448,2018-04-30 22:49:08+00:00,Berry St at 4th St,81,2018-04-30 22:56:37+00:00,Esprit Park,126,1668,,Subscriber,,37.77588,-122.39317,37.7616343,-122.3906477,1987,Male,No,POINT(-122.39317 37.77588),POINT(-122.3906477 37.7616343)
77,201804302248572206,273,2018-04-30 22:48:57+00:00,San Fernando St at 4th St,310,2018-04-30 22:53:30+00:00,5th St at San Salvador St,327,2206,,Subscriber,,37.335885,-121.88566,37.33203868095132,-121.8817663192749,1999,Male,Yes,POINT(-121.88566 37.335885),POINT(-121.881766319275 37.3320386809513)
78,201804302248181111,680,2018-04-30 22:48:18+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 22:59:39+00:00,Market St at 10th St,58,1111,,Customer,,37.78637526861584,-122.40490436553954,37.776619,-122.417385,1990,Male,No,POINT(-122.40490436554 37.7863752686158),POINT(-122.417385 37.776619)
79,201804302248162575,696,2018-04-30 22:48:16+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 22:59:52+00:00,Market St at 10th St,58,2575,,Customer,,37.78637526861584,-122.40490436553954,37.776619,-122.417385,1990,Female,No,POINT(-122.40490436554 37.7863752686158),POINT(-122.417385 37.776619)
80,201804302248022775,265,2018-04-30 22:48:02+00:00,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2018-04-30 22:52:28+00:00,Cyril Magnin St at Ellis St,4,2775,,Subscriber,,37.7810737,-122.4117382,37.78588062694133,-122.4089150084319,1985,Male,No,POINT(-122.4117382 37.7810737),POINT(-122.408915008432 37.7858806269413)
81,201804302247493969,162,2018-04-30 22:47:49+00:00,Valencia St at Cesar Chavez St,141,2018-04-30 22:50:31+00:00,Valencia St at 21st St,127,3969,,Subscriber,,37.7479981,-122.4202187,37.7567083,-122.421025,1982,Male,No,POINT(-122.4202187 37.7479981),POINT(-122.421025 37.7567083)
82,201804302247473814,208,2018-04-30 22:47:47+00:00,Webster St at Grove St,55,2018-04-30 22:51:15+00:00,Church St at Duboce Ave,85,3814,,Subscriber,,37.7770527,-122.4295585,37.7700831,-122.4291557,1986,Male,No,POINT(-122.4295585 37.7770527),POINT(-122.4291557 37.7700831)
83,20180430224732833,296,2018-04-30 22:47:32+00:00,San Fernando St at 4th St,310,2018-04-30 22:52:29+00:00,San Salvador St at 9th St,317,833,,Subscriber,,37.335885,-121.88566,37.333955,-121.877349,1990,Male,Yes,POINT(-121.88566 37.335885),POINT(-121.877349 37.333955)
84,201804302247312329,240,2018-04-30 22:47:31+00:00,Valencia St at 22nd St,133,2018-04-30 22:51:32+00:00,Harrison St at 20th St,129,2329,,Subscriber,,37.7552126,-122.4209752,37.758862,-122.412544,1988,Male,No,POINT(-122.4209752 37.7552126),POINT(-122.412544 37.758862)
85,201804302247163659,468,2018-04-30 22:47:16+00:00,17th St at Valencia St,109,2018-04-30 22:55:05+00:00,Laguna St at Hayes St,74,3659,,Subscriber,,37.7633158,-122.4219039,37.776434819204745,-122.42624402046204,1981,Male,No,POINT(-122.4219039 37.7633158),POINT(-122.426244020462 37.7764348192047)
86,201804302247012354,627,2018-04-30 22:47:01+00:00,3rd St at Townsend St,66,2018-04-30 22:57:28+00:00,Powell St BART Station (Market St at 4th St),3,2354,,Customer,,37.77874161153677,-122.39274082710836,37.78637526861584,-122.40490436553954,,,No,POINT(-122.392740827108 37.7787416115368),POINT(-122.40490436554 37.7863752686158)
